QB_diff,OL_adv_1,OL_adv_2,WR_adv_1,WR_adv_2,RB_adv_1,RB_adv_2,TE_diff,PK_diff,P_diff,QB1_vs_DB_2,QB2_vs_DB_1,PASS_SYNERGY_diff,team_1_is_home,season,team_1,team_2,target
-3.0,-2.4,3.0,-3.0,3.0,-3.3333333333333335,3.0,-3.0,0.0,0.0,-3.0,3.0,-3.0000000000000004,0,2022,Long Island University,Toledo,0
1.0,0.0,-0.5,0.5,0.0,1.0,-0.3333333333333335,0.0,0.0,1.0,1.0,0.0,0.6578947368421049,1,2022,Oklahoma State,Central Michigan,1
-1.0,-0.5,0.0,0.0,0.5,-0.3333333333333335,1.0,0.0,0.0,-1.0,0.0,1.0,-0.6578947368421049,0,2022,Central Michigan,Oklahoma State,0
3.0,3.0,-3.0,4.0,-1.75,4.0,-2.3333333333333335,3.0,3.0,3.0,3.0,-3.25,2.868421052631579,1,2022,Wake Forest,VMI,1
-3.0,-3.0,3.0,-1.75,4.0,-2.3333333333333335,4.0,-3.0,-3.0,-3.0,-3.25,3.0,-2.868421052631579,0,2022,VMI,Wake Forest,0
-1.0,-1.0499999999999998,0.0,0.0,1.0,-0.6666666666666665,1.6666666666666665,-1.0,-3.0,-3.0,0.0,2.0,-0.7368421052631575,1,2022,Purdue,Penn State,0
1.0,0.0,-1.0499999999999998,1.0,0.0,1.6666666666666665,-0.6666666666666665,1.0,3.0,3.0,2.0,0.0,0.7368421052631575,0,2022,Penn State,Purdue,1
0.0,1.5499999999999998,-1.4,-0.5,1.0,1.0,-0.3333333333333335,3.0,2.0,0.0,0.5,1.0,0.3684210526315792,1,2022,UAB,Alabama A&M,1
0.0,-1.4,1.5499999999999998,1.0,-0.5,-0.3333333333333335,1.0,-3.0,-2.0,0.0,1.0,0.5,-0.3684210526315792,0,2022,Alabama A&M,UAB,0
0.0,2.5,-2.4,1.5,-3.0,3.0,0.0,1.0,0.0,0.0,1.5,0.0,1.0000000000000004,1,2022,Northern Illinois,Eastern Illinois,1
0.0,-2.4,2.5,-3.0,1.5,0.0,3.0,-1.0,0.0,0.0,0.0,1.5,-1.0000000000000004,0,2022,Eastern Illinois,Northern Illinois,0
1.0,1.9,-0.75,1.5,-0.5,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.7894736842105265,1,2022,Missouri,Louisiana Tech,1
-1.0,-0.75,1.9,-0.5,1.5,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-0.7894736842105265,0,2022,Louisiana Tech,Missouri,0
1.0,0.6499999999999999,-1.5499999999999998,0.75,-0.25,0.0,1.0,0.0,3.0,3.0,0.75,-0.25,0.7894736842105261,1,2022,Minnesota,New Mexico State,1
-1.0,-1.5499999999999998,0.6499999999999999,-0.25,0.75,1.0,0.0,0.0,-3.0,-3.0,-0.25,0.75,-0.7894736842105261,0,2022,New Mexico State,Minnesota,0
1.0,1.65,-1.0499999999999998,1.25,0.25,4.0,-0.3333333333333335,4.0,0.0,3.0,1.25,0.75,1.763157894736842,1,2022,Arizona State,Northern Arizona,1
-1.0,-1.0499999999999998,1.65,0.25,1.25,-0.3333333333333335,4.0,-4.0,0.0,-3.0,0.75,1.25,-1.763157894736842,0,2022,Northern Arizona,Arizona State,0
0.0,2.25,-2.4,2.0,0.25,1.6666666666666667,-0.3333333333333335,3.0,0.0,0.0,2.0,-0.25,0.5000000000000004,1,2022,San José State,Portland State,1
0.0,-2.4,2.25,0.25,2.0,-0.3333333333333335,1.6666666666666667,-3.0,0.0,0.0,-0.25,2.0,-0.5000000000000004,0,2022,Portland State,San José State,0
3.0,2.2,-2.25,2.0,-0.75,2.0,-0.3333333333333335,-2.0,0.0,0.0,1.5,-3.25,1.4210526315789473,1,2022,Fresno State,Cal Poly,1
-3.0,-2.25,2.2,-0.75,2.0,-0.3333333333333335,2.0,2.0,0.0,0.0,-3.25,1.5,-1.4210526315789473,0,2022,Cal Poly,Fresno State,0
2.0,3.0,-3.0,2.25,-1.5,3.0,-0.3333333333333335,3.0,3.0,0.0,2.75,-1.0,2.2105263157894735,1,2022,Charlotte,William & Mary,0
-2.0,-3.0,3.0,-1.5,2.25,-0.3333333333333335,3.0,-3.0,-3.0,0.0,-1.0,2.75,-2.2105263157894735,0,2022,William & Mary,Charlotte,1
0.0,0.75,0.20000000000000018,-0.5,-1.75,-1.0,0.0,0.0,-3.0,2.0,-0.5,-0.25,0.39473684210526283,1,2022,Old Dominion,Virginia Tech,1
0.0,0.20000000000000018,0.75,-1.75,-0.5,0.0,-1.0,0.0,3.0,-2.0,-0.25,-0.5,-0.39473684210526283,0,2022,Virginia Tech,Old Dominion,0
3.0,1.7000000000000002,-3.0,1.0,0.0,2.0,-3.0,1.0,0.0,3.0,1.0,-3.0,1.7894736842105268,1,2022,Eastern Michigan,Eastern Kentucky,1
-3.0,-3.0,1.7000000000000002,0.0,1.0,-3.0,2.0,-1.0,0.0,-3.0,-3.0,1.0,-1.7894736842105268,0,2022,Eastern Kentucky,Eastern Michigan,0
1.0,0.20000000000000018,-0.75,1.0,-0.75,1.0,-1.0,1.0,3.0,-3.0,1.0,-0.75,0.9999999999999996,1,2022,Michigan State,Western Michigan,1
-1.0,-0.75,0.20000000000000018,-0.75,1.0,-1.0,1.0,-1.0,-3.0,3.0,-0.75,1.0,-0.9999999999999996,0,2022,Western Michigan,Michigan State,0
-4.0,-1.2,-0.25,-0.25,0.25,0.0,0.0,0.0,0.0,3.0,-3.25,0.75,-2.2368421052631575,1,2022,Duke,Temple,1
4.0,-0.25,-1.2,0.25,-0.25,0.0,0.0,0.0,0.0,-3.0,0.75,-3.25,2.2368421052631575,0,2022,Temple,Duke,0
0.0,3.0,-1.8,1.0,-3.5,3.0,0.0,3.0,2.0,2.0,1.0,-0.5,1.4210526315789478,1,2022,Kansas,Tennessee Tech,1
0.0,-1.8,3.0,-3.5,1.0,0.0,3.0,-3.0,-2.0,-2.0,-0.5,1.0,-1.4210526315789478,0,2022,Tennessee Tech,Kansas,0
1.0,-0.2999999999999998,-0.5,1.0,0.75,0.6666666666666665,0.3333333333333335,0.0,2.0,0.0,1.0,-0.25,0.5263157894736841,1,2022,Indiana,Illinois,1
-1.0,-0.5,-0.2999999999999998,0.75,1.0,0.3333333333333335,0.6666666666666665,0.0,-2.0,0.0,-0.25,1.0,-0.5263157894736841,0,2022,Illinois,Indiana,0
-1.0,-0.10000000000000009,0.9500000000000002,-1.0,0.5,-1.0,-0.3333333333333335,0.0,3.0,0.0,-1.0,0.5,-0.7894736842105261,1,2022,Colorado,TCU,0
1.0,0.9500000000000002,-0.10000000000000009,0.5,-1.0,-0.3333333333333335,-1.0,0.0,-3.0,0.0,0.5,-1.0,0.7894736842105261,0,2022,TCU,Colorado,1
3.0,2.6,-1.0,1.25,-1.5,3.0,-1.0,3.0,0.0,2.0,2.25,-3.0,2.3421052631578947,1,2022,Navy,Delaware,0
-3.0,-1.0,2.6,-1.5,1.25,-1.0,3.0,-3.0,0.0,-2.0,-3.0,2.25,-2.3421052631578947,0,2022,Delaware,Navy,1
-1.0,-0.7999999999999998,-0.6000000000000001,-1.0,1.25,0.3333333333333335,1.0,0.0,-2.0,2.0,-1.0,1.25,-0.7894736842105261,1,2022,East Carolina,NC State,0
1.0,-0.6000000000000001,-0.7999999999999998,1.25,-1.0,1.0,0.3333333333333335,0.0,2.0,-2.0,1.25,-1.0,0.7894736842105261,0,2022,NC State,East Carolina,1
5.0,2.5,-5.0,1.5,-0.75,4.0,-1.0,1.0,3.0,0.0,1.5,-4.25,3.236842105263158,1,2022,Texas A&M,Sam Houston,1
-5.0,-5.0,2.5,-0.75,1.5,-1.0,4.0,-1.0,-3.0,0.0,-4.25,1.5,-3.236842105263158,0,2022,Sam Houston,Texas A&M,0
1.0,0.3999999999999999,-2.35,1.5,-0.25,1.0,-0.6666666666666665,1.0,0.0,3.0,1.0,-0.25,1.1315789473684208,1,2022,Maryland,Buffalo,1
-1.0,-2.35,0.3999999999999999,-0.25,1.5,-0.6666666666666665,1.0,-1.0,0.0,-3.0,-0.25,1.0,-1.1315789473684208,0,2022,Buffalo,Maryland,0
-1.0,-1.5,1.0,-0.75,1.0,-1.0,1.0,-1.0,2.0,-3.0,-1.25,1.0,-0.8684210526315788,1,2022,App State,North Carolina,0
1.0,1.0,-1.5,1.0,-0.75,1.0,-1.0,1.0,-2.0,3.0,1.0,-1.25,0.8684210526315788,0,2022,North Carolina,App State,1
0.0,0.5499999999999998,0.3999999999999999,1.5,-0.25,-3.6666666666666665,-0.6666666666666665,1.0,3.0,3.0,2.0,0.75,0.34210526315789425,1,2022,Boston College,Rutgers,0
0.0,0.3999999999999999,0.5499999999999998,-0.25,1.5,-0.6666666666666665,-3.6666666666666665,-1.0,-3.0,-3.0,0.75,2.0,-0.34210526315789425,0,2022,Rutgers,Boston College,1
3.0,4.0,-3.25,3.5,-3.5,4.0,-3.6666666666666665,3.0,0.0,0.0,3.0,-3.5,3.1315789473684212,1,2022,Iowa,South Dakota State,1
-3.0,-3.25,4.0,-3.5,3.5,-3.6666666666666665,4.0,-3.0,0.0,0.0,-3.5,3.0,-3.1315789473684212,0,2022,South Dakota State,Iowa,0
2.0,1.0,-1.0,0.75,-1.0,1.0,-1.0,1.0,0.0,3.0,1.75,-1.0,1.5263157894736836,1,2022,Michigan,Colorado State,1
-2.0,-1.0,1.0,-1.0,0.75,-1.0,1.0,-1.0,0.0,-3.0,-1.0,1.75,-1.5263157894736836,0,2022,Colorado State,Michigan,0
4.0,3.0,-3.25,3.0,-3.25,3.0,-3.0,3.0,0.0,0.0,4.0,-3.25,3.5263157894736845,1,2022,UConn,Central Connecticut,1
-4.0,-3.25,3.0,-3.25,3.0,-3.0,3.0,-3.0,0.0,0.0,-3.25,4.0,-3.5263157894736845,0,2022,Central Connecticut,UConn,0
3.0,2.45,-3.5,2.0,-0.5,3.0,-0.3333333333333335,4.0,3.0,0.0,1.5,-3.0,2.6842105263157894,1,2022,Virginia,Richmond,1
-3.0,-3.5,2.45,-0.5,2.0,-0.3333333333333335,3.0,-4.0,-3.0,0.0,-3.0,1.5,-2.6842105263157894,0,2022,Richmond,Virginia,0
-3.0,1.0,-1.25,0.75,2.0,1.0,0.6666666666666665,3.0,0.0,0.0,-1.25,2.0,-1.210526315789474,1,2022,Air Force,Northern Iowa,1
3.0,-1.25,1.0,2.0,0.75,0.6666666666666665,1.0,-3.0,0.0,0.0,2.0,-1.25,1.210526315789474,0,2022,Northern Iowa,Air Force,0
4.0,2.6,-2.0,2.75,-2.25,4.0,-3.0,3.0,0.0,3.0,3.25,-2.25,3.6578947368421053,1,2022,Iowa State,Southeast Missouri State,1
-4.0,-2.0,2.6,-2.25,2.75,-3.0,4.0,-3.0,0.0,-3.0,-2.25,3.25,-3.6578947368421053,0,2022,Southeast Missouri State,Iowa State,0
1.0,0.0,-0.75,1.0,-0.5,1.0,-1.0,1.0,2.0,0.0,1.0,-1.0,0.8684210526315788,1,2022,UCLA,Bowling Green,1
-1.0,-0.75,0.0,-0.5,1.0,-1.0,1.0,-1.0,-2.0,0.0,-1.0,1.0,-0.8684210526315788,0,2022,Bowling Green,UCLA,0
1.0,3.6,-4.0,4.0,-3.25,2.0,-2.3333333333333335,4.0,0.0,0.0,4.0,-1.25,2.1578947368421053,1,2022,Nebraska,North Dakota,1
-1.0,-4.0,3.6,-3.25,4.0,-2.3333333333333335,2.0,-4.0,0.0,0.0,-1.25,4.0,-2.1578947368421053,0,2022,North Dakota,Nebraska,0
4.0,4.0,-3.65,1.75,-1.25,2.666666666666667,-4.0,1.0,3.0,-3.0,1.75,-4.25,2.578947368421052,1,2022,Miami,Bethune-Cookman,1
-4.0,-3.65,4.0,-1.25,1.75,-4.0,2.666666666666667,-1.0,-3.0,3.0,-4.25,1.75,-2.578947368421052,0,2022,Bethune-Cookman,Miami,0
1.0,-0.5499999999999998,0.0,-0.5,0.5,-0.3333333333333335,1.0,0.0,-3.0,-3.0,0.5,0.0,0.3947368421052633,1,2022,San Diego State,Arizona,0
-1.0,0.0,-0.5499999999999998,0.5,-0.5,1.0,-0.3333333333333335,0.0,3.0,3.0,0.0,0.5,-0.3947368421052633,0,2022,Arizona,San Diego State,1
1.0,0.4500000000000002,-0.2999999999999998,0.0,-1.0,0.666666666666667,-0.666666666666667,1.0,0.0,3.0,0.5,-1.0,0.8684210526315788,1,2022,Georgia,Oregon,1
-1.0,-0.2999999999999998,0.4500000000000002,-1.0,0.0,-0.666666666666667,0.666666666666667,-1.0,0.0,-3.0,-1.0,0.5,-0.8684210526315788,0,2022,Oregon,Georgia,0
1.0,1.4500000000000002,-1.6,3.25,-2.75,2.333333333333333,-2.0,1.0,1.0,0.0,2.75,-1.25,1.526315789473684,1,2022,Oklahoma,UTEP,1
-1.0,-1.6,1.4500000000000002,-2.75,3.25,-2.0,2.333333333333333,-1.0,-1.0,0.0,-1.25,2.75,-1.526315789473684,0,2022,UTEP,Oklahoma,0
0.0,1.5,0.3999999999999999,0.0,1.0,1.0,0.6666666666666665,0.0,-3.0,3.0,0.0,0.0,-0.26315789473684204,1,2022,UTSA,Houston,0
0.0,0.3999999999999999,1.5,1.0,0.0,0.6666666666666665,1.0,0.0,3.0,-3.0,0.0,0.0,0.26315789473684204,0,2022,Houston,UTSA,1
3.0,2.25,-2.4,1.5,-3.25,3.0,-3.0,3.0,0.0,2.0,1.5,-3.25,3.0000000000000004,1,2022,Marshall,Norfolk State,1
-3.0,-2.4,2.25,-3.25,1.5,-3.0,3.0,-3.0,0.0,-2.0,-3.25,1.5,-3.0000000000000004,0,2022,Norfolk State,Marshall,0
0.0,0.20000000000000018,0.4500000000000002,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1,2022,Wyoming,Tulsa,1
0.0,0.4500000000000002,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2022,Tulsa,Wyoming,0
1.0,0.0,-0.25,1.25,0.0,1.0,0.3333333333333335,0.0,3.0,0.0,0.75,-1.0,0.6578947368421053,1,2022,Arkansas,Cincinnati,1
-1.0,-0.25,0.0,0.0,1.25,0.3333333333333335,1.0,0.0,-3.0,0.0,-1.0,0.75,-0.6578947368421053,0,2022,Cincinnati,Arkansas,0
-1.0,0.5,-0.04999999999999982,0.5,0.25,0.6666666666666665,0.0,0.0,0.0,3.0,0.0,0.75,-0.5263157894736841,1,2022,South Florida,BYU,0
1.0,-0.04999999999999982,0.5,0.25,0.5,0.0,0.6666666666666665,0.0,0.0,-3.0,0.75,0.0,0.5263157894736841,0,2022,BYU,South Florida,1
0.0,0.0,-3.75,2.5,-3.0,3.666666666666667,-1.0,2.0,3.0,0.0,2.5,0.0,1.2105263157894735,1,2022,Ole Miss,Troy,1
0.0,-3.75,0.0,-3.0,2.5,-1.0,3.666666666666667,-2.0,-3.0,0.0,0.0,2.5,-1.2105263157894735,0,2022,Troy,Ole Miss,0
4.0,0.8999999999999999,-1.9,2.5,-0.75,1.6666666666666665,-1.3333333333333335,1.0,0.0,3.0,2.5,-3.25,2.7105263157894735,1,2022,California,UC Davis,1
-4.0,-1.9,0.8999999999999999,-0.75,2.5,-1.3333333333333335,1.6666666666666665,-1.0,0.0,-3.0,-3.25,2.5,-2.7105263157894735,0,2022,UC Davis,California,0
3.0,1.7000000000000002,-3.0,2.0,-3.0,3.0,-3.0,0.0,2.0,2.0,2.0,-3.0,2.368421052631579,1,2022,South Alabama,Nicholls,1
-3.0,-3.0,1.7000000000000002,-3.0,2.0,-3.0,3.0,0.0,-2.0,-2.0,-3.0,2.0,-2.368421052631579,0,2022,Nicholls,South Alabama,0
1.0,-0.25,0.0,0.0,-0.25,0.0,-0.3333333333333335,0.0,2.0,0.0,1.0,-0.25,0.5263157894736841,1,2022,Nevada,Texas State,1
-1.0,0.0,-0.25,-0.25,0.0,-0.3333333333333335,0.0,0.0,-2.0,0.0,-0.25,1.0,-0.5263157894736841,0,2022,Texas State,Nevada,0
3.0,0.0,0.20000000000000018,0.0,0.0,-0.6666666666666665,0.3333333333333335,0.0,2.0,2.0,0.0,-3.0,1.5789473684210529,1,2022,Ohio,Florida Atlantic,1
-3.0,0.20000000000000018,0.0,0.0,0.0,0.3333333333333335,-0.6666666666666665,0.0,-2.0,-2.0,-3.0,0.0,-1.5789473684210529,0,2022,Florida Atlantic,Ohio,0
0.0,-1.4,0.7000000000000002,-1.25,0.25,-3.0,2.0,3.0,0.0,0.0,0.25,0.25,0.23684210526315796,1,2022,James Madison,Middle Tennessee,1
0.0,0.7000000000000002,-1.4,0.25,-1.25,2.0,-3.0,-3.0,0.0,0.0,0.25,0.25,-0.23684210526315796,0,2022,Middle Tennessee,James Madison,0
1.0,1.0,-0.25,0.75,-0.5,1.3333333333333335,-1.0,1.0,-1.0,-2.0,0.75,-1.0,0.8684210526315788,1,2022,USC,Rice,1
-1.0,-0.25,1.0,-0.5,0.75,-1.0,1.3333333333333335,-1.0,1.0,2.0,-1.0,0.75,-0.8684210526315788,0,2022,Rice,USC,0
0.0,2.8,-3.0,1.25,-3.0,4.0,-3.0,3.0,3.0,0.0,1.25,0.0,1.4210526315789478,1,2022,Georgia Southern,Morgan State,1
0.0,-3.0,2.8,-3.0,1.25,-3.0,4.0,-3.0,-3.0,0.0,0.0,1.25,-1.4210526315789478,0,2022,Morgan State,Georgia Southern,0
0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2022,Southern Miss,Liberty,0
0.0,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0,2022,Liberty,Southern Miss,1
4.0,0.75,-1.0499999999999998,1.25,-0.5,0.0,0.0,1.0,3.0,0.0,0.75,-4.0,2.5789473684210527,1,2022,Florida,Utah,1
-4.0,-1.0499999999999998,0.75,-0.5,1.25,0.0,0.0,-1.0,-3.0,0.0,-4.0,0.75,-2.5789473684210527,0,2022,Utah,Florida,0
2.0,1.5,-3.0,3.0,-3.0,3.0,-3.0,3.0,0.0,0.0,4.0,-1.0,2.473684210526316,1,2022,Kansas State,South Dakota,1
-2.0,-3.0,1.5,-3.0,3.0,-3.0,3.0,-3.0,0.0,0.0,-1.0,4.0,-2.473684210526316,0,2022,South Dakota,Kansas State,0
4.0,2.5,-3.25,1.0,-0.75,0.0,-0.3333333333333335,3.0,0.0,2.0,2.0,-3.25,2.868421052631579,1,2022,Vanderbilt,Elon,1
-4.0,-3.25,2.5,-0.75,1.0,-0.3333333333333335,0.0,-3.0,0.0,-2.0,-3.25,2.0,-2.868421052631579,0,2022,Elon,Vanderbilt,0
1.0,3.4,-3.4,3.0,-4.0,3.3333333333333335,-1.333333333333333,4.0,3.0,0.0,3.0,-1.0,2.4210526315789473,1,2022,Auburn,Mercer,1
-1.0,-3.4,3.4,-4.0,3.0,-1.333333333333333,3.3333333333333335,-4.0,-3.0,0.0,-1.0,3.0,-2.4210526315789473,0,2022,Mercer,Auburn,0
-1.0,2.05,-3.0,3.5,-3.0,3.0,0.6666666666666665,3.0,0.0,0.0,3.0,1.0,1.0263157894736845,1,2022,Louisiana,SE Louisiana,1
1.0,-3.0,2.05,-3.0,3.5,0.6666666666666665,3.0,-3.0,0.0,0.0,1.0,3.0,-1.0263157894736845,0,2022,SE Louisiana,Louisiana,0
1.0,3.6,-3.5,4.0,-2.0,4.0,0.6666666666666665,0.0,2.0,3.0,4.0,0.0,1.3157894736842106,1,2022,Baylor,UAlbany,1
-1.0,-3.5,3.6,-2.0,4.0,0.6666666666666665,4.0,0.0,-2.0,-3.0,0.0,4.0,-1.3157894736842106,0,2022,UAlbany,Baylor,0
1.0,0.0,-0.6000000000000001,0.25,-1.25,0.0,0.0,3.0,0.0,3.0,0.25,-1.25,1.4210526315789478,1,2022,Coastal Carolina,Army,1
-1.0,-0.6000000000000001,0.0,-1.25,0.25,0.0,0.0,-3.0,0.0,-3.0,-1.25,0.25,-1.4210526315789478,0,2022,Army,Coastal Carolina,0
1.0,0.7999999999999998,-1.0,1.0,-0.25,0.0,-1.0,0.0,1.0,3.0,1.0,-0.25,0.7894736842105261,1,2022,Kentucky,Miami (OH),1
-1.0,-1.0,0.7999999999999998,-0.25,1.0,-1.0,0.0,0.0,-1.0,-3.0,-0.25,1.0,-0.7894736842105261,0,2022,Miami (OH),Kentucky,0
0.0,-0.25,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.1315789473684208,1,2022,Tulane,Massachusetts,1
0.0,-0.5,-0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,-0.1315789473684208,0,2022,Massachusetts,Tulane,0
4.0,4.4,-3.25,2.75,0.25,4.0,-4.0,3.0,3.0,2.0,3.25,-3.25,2.736842105263158,1,2022,Wisconsin,Illinois State,1
-4.0,-3.25,4.4,0.25,2.75,-4.0,4.0,-3.0,-3.0,-2.0,-3.25,3.25,-2.736842105263158,0,2022,Illinois State,Wisconsin,0
0.0,1.5,-3.0,0.25,0.5,1.6666666666666665,1.0,-1.0,0.0,0.0,-0.25,0.0,-0.2105263157894739,1,2022,Arkansas State,Grambling,1
0.0,-3.0,1.5,0.5,0.25,1.0,1.6666666666666665,1.0,0.0,0.0,0.0,-0.25,0.2105263157894739,0,2022,Grambling,Arkansas State,0
-1.0,-0.25,0.0,0.0,0.5,0.0,-3.3333333333333335,-1.0,0.0,-3.0,-0.5,1.0,-0.7368421052631575,1,2022,North Texas,SMU,0
1.0,0.0,-0.25,0.5,0.0,-3.3333333333333335,0.0,1.0,0.0,3.0,1.0,-0.5,0.7368421052631575,0,2022,SMU,North Texas,1
2.0,1.2000000000000002,-1.25,1.5,-0.75,1.6666666666666665,-2.0,1.0,0.0,-2.0,2.0,-1.25,1.526315789473684,1,2022,Alabama,Utah State,1
-2.0,-1.25,1.2000000000000002,-0.75,1.5,-2.0,1.6666666666666665,-1.0,0.0,2.0,-1.25,2.0,-1.526315789473684,0,2022,Utah State,Alabama,0
1.0,1.65,-2.2,0.75,-0.5,1.0,1.0,-3.0,-1.0,2.0,0.75,-1.0,0.02631578947368407,1,2022,Mississippi State,Memphis,1
-1.0,-2.2,1.65,-0.5,0.75,1.0,1.0,3.0,1.0,-2.0,-1.0,0.75,-0.02631578947368407,0,2022,Memphis,Mississippi State,0
2.0,0.3999999999999999,-1.5,1.0,-1.0,1.0,0.0,1.0,1.0,3.0,2.0,-1.0,1.5263157894736836,1,2022,South Carolina,Georgia State,1
-2.0,-1.5,0.3999999999999999,-1.0,1.0,0.0,1.0,-1.0,-1.0,-3.0,-1.0,2.0,-1.5263157894736836,0,2022,Georgia State,South Carolina,0
1.0,0.20000000000000018,-0.75,1.0,0.0,0.666666666666667,-1.0,-1.0,-3.0,0.0,1.0,0.0,0.5789473684210531,1,2022,Ohio State,Notre Dame,1
-1.0,-0.75,0.20000000000000018,0.0,1.0,-1.0,0.666666666666667,1.0,3.0,0.0,0.0,1.0,-0.5789473684210531,0,2022,Notre Dame,Ohio State,0
1.0,3.1500000000000004,-1.2000000000000002,1.5,-1.0,3.0,-1.0,2.0,3.0,3.0,1.0,-1.0,1.3421052631578942,1,2022,Texas,UL Monroe,1
-1.0,-1.2000000000000002,3.1500000000000004,-1.0,1.5,-1.0,3.0,-2.0,-3.0,-3.0,-1.0,1.0,-1.3421052631578942,0,2022,UL Monroe,Texas,0
1.0,0.0,0.20000000000000018,-0.25,0.0,-1.3333333333333335,1.0,0.0,-3.0,-3.0,0.75,-0.5,0.3947368421052633,1,2022,Syracuse,Louisville,1
-1.0,0.20000000000000018,0.0,0.0,-0.25,1.0,-1.3333333333333335,0.0,3.0,3.0,-0.5,0.75,-0.3947368421052633,0,2022,Louisville,Syracuse,0
4.0,3.0,-1.5,2.75,-3.5,2.3333333333333335,0.0,4.0,0.0,3.0,3.25,-3.5,3.8684210526315788,1,2022,Texas Tech,Murray State,1
-4.0,-1.5,3.0,-3.5,2.75,0.0,2.3333333333333335,-4.0,0.0,-3.0,-3.5,3.25,-3.8684210526315788,0,2022,Murray State,Texas Tech,0
3.0,2.2,-3.0,2.5,-0.5,2.0,0.0,3.0,0.0,0.0,2.5,-3.0,2.342105263157895,1,2022,New Mexico,Maine,1
-3.0,-3.0,2.2,-0.5,2.5,0.0,2.0,-3.0,0.0,0.0,-3.0,2.5,-2.342105263157895,0,2022,Maine,New Mexico,0
3.0,4.0,-3.75,3.5,-3.5,4.0,-4.0,4.0,3.0,3.0,2.5,-3.5,3.473684210526316,1,2022,Stanford,Colgate,1
-3.0,-3.75,4.0,-3.5,3.5,-4.0,4.0,-4.0,-3.0,-3.0,-3.5,2.5,-3.473684210526316,0,2022,Colgate,Stanford,0
0.0,2.5,-2.0,1.0,-0.5,0.3333333333333335,-1.6666666666666665,1.0,0.0,3.0,1.0,0.0,0.34210526315789513,1,2022,Washington State,Idaho,1
0.0,-2.0,2.5,-0.5,1.0,-1.6666666666666665,0.3333333333333335,-1.0,0.0,-3.0,0.0,1.0,-0.34210526315789513,0,2022,Idaho,Washington State,0
2.0,1.0,-0.7999999999999998,1.0,-0.5,1.0,1.0,2.0,-3.0,0.0,2.0,-0.5,1.736842105263158,1,2022,Washington,Kent State,1
-2.0,-0.7999999999999998,1.0,-0.5,1.0,1.0,1.0,-2.0,3.0,0.0,-0.5,2.0,-1.736842105263158,0,2022,Kent State,Washington,0
0.0,0.5,1.5,1.0,0.75,1.0,-1.0,-1.0,0.0,-3.0,1.0,1.75,0.05263157894736814,1,2022,Oregon State,Boise State,1
0.0,1.5,0.5,0.75,1.0,-1.0,1.0,1.0,0.0,3.0,1.75,1.0,-0.05263157894736814,0,2022,Boise State,Oregon State,0
2.0,0.5499999999999998,-0.5,-0.25,-0.5,-0.3333333333333335,1.3333333333333335,-1.0,-1.0,-3.0,0.75,-1.0,0.9736842105263155,1,2022,Hawai'i,Western Kentucky,0
-2.0,-0.5,0.5499999999999998,-0.5,-0.25,1.3333333333333335,-0.3333333333333335,1.0,1.0,3.0,-1.0,0.75,-0.9736842105263155,0,2022,Western Kentucky,Hawai'i,1
0.0,0.0,0.20000000000000018,-0.25,0.5,-0.33333333333333304,1.0,0.0,0.0,-1.0,-0.25,0.0,-0.13157894736842124,1,2022,Florida State,LSU,1
0.0,0.20000000000000018,0.0,0.5,-0.25,1.0,-0.33333333333333304,0.0,0.0,1.0,0.0,-0.25,0.13157894736842124,0,2022,LSU,Florida State,0
-1.0,-1.6,0.9500000000000002,-0.25,0.0,-0.666666666666667,1.6666666666666665,-1.0,0.0,0.0,-0.25,1.0,-0.7368421052631575,1,2022,Georgia Tech,Clemson,0
1.0,0.9500000000000002,-1.6,0.0,-0.25,1.6666666666666665,-0.666666666666667,1.0,0.0,0.0,1.0,-0.25,0.7368421052631575,0,2022,Clemson,Georgia Tech,1
-3.0,0.0,-0.04999999999999982,0.75,0.0,1.6666666666666665,0.0,1.0,0.0,-3.0,-3.25,-0.5,-1.236842105263158,1,2022,UCF,Louisville,0
3.0,-0.04999999999999982,0.0,0.0,0.75,0.0,1.6666666666666665,-1.0,0.0,3.0,-0.5,-3.25,1.236842105263158,0,2022,Louisville,UCF,1
-1.0,-0.2999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-3.0,0.0,1.0,-0.5263157894736841,1,2022,New Mexico,Boise State,0
1.0,0.0,-0.2999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,1.0,0.0,0.5263157894736841,0,2022,Boise State,New Mexico,1
4.0,-1.0499999999999998,-1.95,0.25,0.0,0.0,-0.3333333333333335,0.0,3.0,0.0,0.75,-3.0,2.2368421052631575,1,2022,Northwestern,Duke,0
