QB_diff,OL_adv_1,OL_adv_2,WR_adv_1,WR_adv_2,RB_adv_1,RB_adv_2,TE_diff,PK_diff,P_diff,QB1_vs_DB_2,QB2_vs_DB_1,PASS_SYNERGY_diff,team_1_is_home,season,team_1,team_2,target
1.0,-0.2999999999999998,-0.75,1.0,0.25,0.6666666666666665,0.0,1.0,3.0,0.0,1.0,-0.75,0.7368421052631575,0,2022,Michigan State,Illinois,1
1.0,-0.20000000000000018,1.0,0.0,0.0,-0.3333333333333335,-0.3333333333333335,0.0,2.0,-3.0,1.0,0.0,0.5263157894736841,1,2022,UAB,UTSA,0
-1.0,1.0,-0.20000000000000018,0.0,0.0,-0.3333333333333335,-0.3333333333333335,0.0,-2.0,3.0,0.0,1.0,-0.5263157894736841,0,2022,UTSA,UAB,1
3.0,-1.45,1.25,0.0,0.75,0.0,2.0,-1.0,0.0,0.0,-0.5,-3.25,1.236842105263158,1,2022,Memphis,UCF,0
-3.0,1.25,-1.45,0.75,0.0,2.0,0.0,1.0,0.0,0.0,-3.25,-0.5,-1.236842105263158,0,2022,UCF,Memphis,1
1.0,0.20000000000000018,-0.7000000000000002,0.25,-1.0,2.3333333333333335,-0.666666666666667,2.0,0.0,3.0,0.75,-1.0,1.0789473684210522,1,2022,Georgia,Tennessee,1
-1.0,-0.7000000000000002,0.20000000000000018,-1.0,0.25,-0.666666666666667,2.3333333333333335,-2.0,0.0,-3.0,-1.0,0.75,-1.0789473684210522,0,2022,Tennessee,Georgia,0
-1.0,-0.6499999999999999,0.3999999999999999,0.25,1.25,0.6666666666666665,1.0,0.0,0.0,0.0,0.75,2.75,-0.5263157894736841,1,2022,Iowa State,West Virginia,1
1.0,0.3999999999999999,-0.6499999999999999,1.25,0.25,1.0,0.6666666666666665,0.0,0.0,0.0,2.75,0.75,0.5263157894736841,0,2022,West Virginia,Iowa State,0
-1.0,-0.3500000000000001,1.9500000000000002,-1.5,0.5,-1.333333333333333,0.6666666666666665,-1.0,0.0,3.0,-1.5,0.5,-0.9999999999999996,1,2022,Colorado,Oregon,0
1.0,1.9500000000000002,-0.3500000000000001,0.5,-1.5,0.6666666666666665,-1.333333333333333,1.0,0.0,-3.0,0.5,-1.5,0.9999999999999996,0,2022,Oregon,Colorado,1
-1.0,-1.0499999999999998,0.5,0.0,0.75,0.3333333333333335,1.3333333333333335,-1.0,-1.0,-3.0,0.0,1.75,-0.7368421052631575,1,2022,Indiana,Penn State,0
1.0,0.5,-1.0499999999999998,0.75,0.0,1.3333333333333335,0.3333333333333335,1.0,1.0,3.0,1.75,0.0,0.7368421052631575,0,2022,Penn State,Indiana,1
0.0,0.0,-0.7999999999999998,0.5,0.0,0.0,-1.3333333333333335,0.0,0.0,2.0,0.0,0.0,0.1315789473684208,1,2022,Utah State,New Mexico,1
0.0,-0.7999999999999998,0.0,0.0,0.5,-1.3333333333333335,0.0,0.0,0.0,-2.0,0.0,0.0,-0.1315789473684208,0,2022,New Mexico,Utah State,0
-1.0,-0.5,0.0,0.0,0.0,0.6666666666666665,1.0,0.0,2.0,-1.0,0.0,0.5,-0.6578947368421049,1,2022,Kansas,Oklahoma State,1
1.0,0.0,-0.5,0.0,0.0,1.0,0.6666666666666665,0.0,-2.0,1.0,0.5,0.0,0.6578947368421049,0,2022,Oklahoma State,Kansas,0
0.0,1.0,-0.75,1.0,-0.5,0.3333333333333335,-1.0,1.0,3.0,0.0,0.0,-0.5,0.4736842105263155,1,2022,Stanford,Washington State,0
0.0,-0.75,1.0,-0.5,1.0,-1.0,0.3333333333333335,-1.0,-3.0,0.0,-0.5,0.0,-0.4736842105263155,0,2022,Washington State,Stanford,1
0.0,0.0,0.0,0.5,0.0,0.0,-3.3333333333333335,0.0,-3.0,-3.0,0.0,0.0,0.1315789473684208,1,2022,North Texas,Florida International,1
0.0,0.0,0.0,0.0,0.5,-3.3333333333333335,0.0,0.0,3.0,3.0,0.0,0.0,-0.1315789473684208,0,2022,Florida International,North Texas,0
0.0,1.0,-1.4,1.0,-1.25,1.0,0.0,1.0,0.0,1.0,0.0,-0.25,0.736842105263158,1,2022,Cincinnati,Navy,1
0.0,-1.4,1.0,-1.25,1.0,0.0,1.0,-1.0,0.0,-1.0,-0.25,0.0,-0.736842105263158,0,2022,Navy,Cincinnati,0
1.0,0.75,-1.25,1.5,-1.0,1.0,-0.6666666666666665,1.0,1.0,3.0,1.0,-1.0,1.1315789473684208,1,2022,Arkansas,Liberty,0
-1.0,-1.25,0.75,-1.0,1.5,-0.6666666666666665,1.0,-1.0,-1.0,-3.0,-1.0,1.0,-1.1315789473684208,0,2022,Liberty,Arkansas,1
0.0,-0.20000000000000018,0.20000000000000018,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1,2022,Georgia Southern,South Alabama,0
0.0,0.20000000000000018,-0.20000000000000018,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0,2022,South Alabama,Georgia Southern,1
0.0,-0.4500000000000002,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2022,UL Monroe,Texas State,1
0.0,1.75,-0.4500000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022,Texas State,UL Monroe,0
-1.0,-0.20000000000000018,-3.0,2.0,-2.0,1.6666666666666667,0.6666666666666665,1.0,0.0,0.0,1.5,1.0,0.3421052631578947,1,2022,Louisiana,Troy,0
1.0,-3.0,-0.20000000000000018,-2.0,2.0,0.6666666666666665,1.6666666666666667,-1.0,0.0,0.0,1.0,1.5,-0.3421052631578947,0,2022,Troy,Louisiana,1
0.0,0.5,0.7000000000000002,0.0,0.5,-0.3333333333333335,0.0,0.0,0.0,3.0,1.0,1.0,-0.1315789473684208,1,2022,Boise State,BYU,0
0.0,0.7000000000000002,0.5,0.5,0.0,0.0,-0.3333333333333335,0.0,0.0,-3.0,1.0,1.0,0.1315789473684208,0,2022,BYU,Boise State,1
1.0,1.5,0.1499999999999999,0.5,0.5,-2.0,1.0,1.0,-3.0,3.0,1.0,-0.5,0.6052631578947363,1,2022,SMU,Houston,1
-1.0,0.1499999999999999,1.5,0.5,0.5,1.0,-2.0,-1.0,3.0,-3.0,-0.5,1.0,-0.6052631578947363,0,2022,Houston,SMU,0
-1.0,-0.04999999999999982,0.20000000000000018,0.25,0.25,0.0,0.666666666666667,-1.0,3.0,3.0,-0.25,0.75,-0.7368421052631575,1,2022,LSU,Alabama,1
1.0,0.20000000000000018,-0.04999999999999982,0.25,0.25,0.666666666666667,0.0,1.0,-3.0,-3.0,0.75,-0.25,0.7368421052631575,0,2022,Alabama,LSU,0
0.0,-1.0,1.4000000000000004,-1.0,1.5,-1.0,2.0,-2.0,-3.0,-3.0,0.0,1.0,-0.8157894736842102,1,2022,Kansas State,Texas,0
0.0,1.4000000000000004,-1.0,1.5,-1.0,2.0,-1.0,2.0,3.0,3.0,1.0,0.0,0.8157894736842102,0,2022,Texas,Kansas State,1
0.0,0.20000000000000018,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,1.0,1.0,0.21052631578947345,1,2022,San Diego State,UNLV,1
0.0,0.0,0.20000000000000018,0.0,0.0,1.0,0.0,-1.0,0.0,2.0,1.0,1.0,-0.21052631578947345,0,2022,UNLV,San Diego State,0
-1.0,-1.0,0.20000000000000018,-0.25,0.0,-0.666666666666667,0.666666666666667,1.0,0.0,0.0,-0.25,1.0,-0.3157894736842106,1,2022,Notre Dame,Clemson,1
1.0,0.20000000000000018,-1.0,0.0,-0.25,0.666666666666667,-0.666666666666667,-1.0,0.0,0.0,1.0,-0.25,0.3157894736842106,0,2022,Clemson,Notre Dame,0
-1.0,-0.6000000000000001,0.75,-1.0,2.0,-1.0,0.3333333333333335,-1.0,0.0,-3.0,0.0,3.0,-0.9999999999999996,1,2022,Rutgers,Michigan,0
1.0,0.75,-0.6000000000000001,2.0,-1.0,0.3333333333333335,-1.0,1.0,0.0,3.0,3.0,0.0,0.9999999999999996,0,2022,Michigan,Rutgers,1
0.0,1.7000000000000002,-1.4,0.75,-1.75,3.0,-3.3333333333333335,0.0,3.0,3.0,0.25,-0.25,0.5263157894736841,1,2022,Louisville,James Madison,1
0.0,-1.4,1.7000000000000002,-1.75,0.75,-3.3333333333333335,3.0,0.0,-3.0,-3.0,-0.25,0.25,-0.5263157894736841,0,2022,James Madison,Louisville,0
-3.0,-0.5499999999999998,-0.25,0.0,0.25,0.6666666666666665,0.0,-1.0,-3.0,0.0,-3.5,-0.25,-1.789473684210526,1,2022,Utah,Arizona,1
3.0,-0.25,-0.5499999999999998,0.25,0.0,0.0,0.6666666666666665,1.0,3.0,0.0,-0.25,-3.5,1.789473684210526,0,2022,Arizona,Utah,0
0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,-0.33333333333333304,1.0,-4.0,-1.0,2.0,0.0,0.0,-0.8421052631578947,1,2022,Mississippi State,Auburn,1
0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,1.0,-0.33333333333333304,4.0,1.0,-2.0,0.0,0.0,0.8421052631578947,0,2022,Auburn,Mississippi State,0
-1.0,-1.5,0.1499999999999999,-1.0,0.75,-4.0,0.6666666666666665,-1.0,-3.0,-1.0,0.0,1.75,-0.9999999999999996,1,2022,Vanderbilt,South Carolina,0
1.0,0.1499999999999999,-1.5,0.75,-1.0,0.6666666666666665,-4.0,1.0,3.0,1.0,1.75,0.0,0.9999999999999996,0,2022,South Carolina,Vanderbilt,1
0.0,0.0,-0.25,0.0,-0.25,0.0,0.0,1.0,0.0,-2.0,0.0,-0.25,0.21052631578947345,1,2022,Miami,Florida State,0
0.0,-0.25,0.0,-0.25,0.0,0.0,0.0,-1.0,0.0,2.0,-0.25,0.0,-0.21052631578947345,0,2022,Florida State,Miami,1
1.0,-0.6000000000000001,-1.0,0.75,0.0,1.6666666666666665,0.3333333333333335,0.0,-1.0,-3.0,0.75,-1.0,0.5263157894736841,1,2022,NC State,Wake Forest,1
-1.0,-1.0,-0.6000000000000001,0.0,0.75,0.3333333333333335,1.6666666666666665,0.0,1.0,3.0,-1.0,0.75,-0.5263157894736841,0,2022,Wake Forest,NC State,0
0.0,1.5,0.1499999999999999,0.75,0.0,0.6666666666666665,0.0,0.0,2.0,-3.0,0.75,0.0,0.0,1,2022,USC,California,1
0.0,0.1499999999999999,1.5,0.0,0.75,0.0,0.6666666666666665,0.0,-2.0,3.0,0.0,0.75,0.0,0,2022,California,USC,0
0.0,0.0,0.0,-0.25,-0.25,0.0,-0.3333333333333335,0.0,0.0,0.0,-0.25,-0.25,0.0,1,2022,San José State,Colorado State,1
0.0,0.0,0.0,-0.25,-0.25,-0.3333333333333335,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,0,2022,Colorado State,San José State,0
-1.0,-0.2999999999999998,-0.4500000000000002,0.5,-0.25,0.3333333333333335,-0.3333333333333335,-2.0,-2.0,0.0,0.0,0.75,-0.8157894736842106,1,2022,Fresno State,Hawai'i,1
1.0,-0.4500000000000002,-0.2999999999999998,-0.25,0.5,-0.3333333333333335,0.3333333333333335,2.0,2.0,0.0,0.75,0.0,0.8157894736842106,0,2022,Hawai'i,Fresno State,0
0.0,-1.35,-0.25,0.0,1.75,0.0,0.6666666666666665,0.0,-2.0,3.0,0.0,1.75,0.0,1,2022,Arizona State,UCLA,0
0.0,-0.25,-1.35,1.75,0.0,0.6666666666666665,0.0,0.0,2.0,-3.0,1.75,0.0,0.0,0,2022,UCLA,Arizona State,1
0.0,-0.3999999999999999,0.20000000000000018,1.0,-0.25,0.0,0.6666666666666665,0.0,0.0,-1.0,0.0,-0.25,0.26315789473684204,1,2022,Akron,Eastern Michigan,0
0.0,0.20000000000000018,-0.3999999999999999,-0.25,1.0,0.6666666666666665,0.0,0.0,0.0,1.0,-0.25,0.0,-0.26315789473684204,0,2022,Eastern Michigan,Akron,1
0.0,0.0,0.0,0.0,0.0,0.3333333333333335,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1,2022,Miami (OH),Ohio,0
0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333335,0.0,0.0,2.0,0.0,0.0,0.0,0,2022,Ohio,Miami (OH),1
0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333335,0.0,0.0,-3.0,0.0,0.0,0.0,1,2022,Toledo,Ball State,1
0.0,0.0,0.0,0.0,0.0,-0.3333333333333335,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,2022,Ball State,Toledo,0
0.0,0.0,0.20000000000000018,0.5,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.1315789473684208,1,2022,Bowling Green,Kent State,0
0.0,0.20000000000000018,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.1315789473684208,0,2022,Kent State,Bowling Green,1
0.0,0.0,-1.6,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2022,Central Michigan,Buffalo,1
0.0,-1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0,2022,Buffalo,Central Michigan,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,2022,Western Michigan,Northern Illinois,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0,2022,Northern Illinois,Western Michigan,1
0.0,-1.2,1.4500000000000002,0.5,-0.25,1.0,0.0,0.0,1.0,0.0,0.0,-0.25,0.1315789473684208,1,2022,Memphis,Tulsa,1
0.0,1.4500000000000002,-1.2,-0.25,0.5,0.0,1.0,0.0,-1.0,0.0,-0.25,0.0,-0.1315789473684208,0,2022,Tulsa,Memphis,0
0.0,-0.20000000000000018,-0.20000000000000018,0.5,0.0,0.0,1.6666666666666665,0.0,-3.0,0.0,0.0,0.0,0.1315789473684208,1,2022,Louisiana,Georgia Southern,1
0.0,-0.20000000000000018,-0.20000000000000018,0.0,0.5,1.6666666666666665,0.0,0.0,3.0,0.0,0.0,0.0,-0.1315789473684208,0,2022,Georgia Southern,Louisiana,0
0.0,0.0,-0.7999999999999998,1.25,-0.25,1.0,1.0,1.0,0.0,1.0,0.25,-0.25,0.4736842105263155,1,2022,Cincinnati,East Carolina,1
0.0,-0.7999999999999998,0.0,-0.25,1.25,1.0,1.0,-1.0,0.0,-1.0,-0.25,0.25,-0.4736842105263155,0,2022,East Carolina,Cincinnati,0
1.0,1.75,0.1499999999999999,0.5,-1.0,0.6666666666666665,-1.0,1.0,-1.0,-3.0,0.5,-1.0,0.9999999999999996,1,2022,USC,Colorado,1
-1.0,0.1499999999999999,1.75,-1.0,0.5,-1.0,0.6666666666666665,-1.0,1.0,3.0,-1.0,0.5,-0.9999999999999996,0,2022,Colorado,USC,0
1.0,-0.25,0.20000000000000018,-0.25,0.5,0.6666666666666665,0.0,3.0,0.0,2.0,0.75,0.0,1.0263157894736845,1,2022,UNLV,Fresno State,0
-1.0,0.20000000000000018,-0.25,0.5,-0.25,0.0,0.6666666666666665,-3.0,0.0,-2.0,0.0,0.75,-1.0263157894736845,0,2022,Fresno State,UNLV,1
0.0,0.04999999999999982,-0.6000000000000001,0.0,0.25,0.0,1.3333333333333335,0.0,0.0,0.0,0.0,-0.25,-0.13157894736842124,1,2022,Tennessee,Missouri,1
0.0,-0.6000000000000001,0.04999999999999982,0.25,0.0,1.3333333333333335,0.0,0.0,0.0,0.0,-0.25,0.0,0.13157894736842124,0,2022,Missouri,Tennessee,0
0.0,0.5499999999999998,-1.0,0.75,-0.25,-0.3333333333333335,-4.0,0.0,3.0,1.0,0.75,0.75,0.26315789473684204,1,2022,Kentucky,Vanderbilt,0
0.0,-1.0,0.5499999999999998,-0.25,0.75,-4.0,-0.3333333333333335,0.0,-3.0,-1.0,0.75,0.75,-0.26315789473684204,0,2022,Vanderbilt,Kentucky,1
-1.0,-0.25,-0.25,0.0,0.25,1.0,-3.0,-1.0,0.0,0.0,-0.5,0.75,-0.7368421052631575,1,2022,South Florida,SMU,0
1.0,-0.25,-0.25,0.25,0.0,-3.0,1.0,1.0,0.0,0.0,0.75,-0.5,0.7368421052631575,0,2022,SMU,South Florida,1
1.0,-0.25,-1.25,0.0,-0.25,0.0,0.0,0.0,-2.0,0.0,1.0,-0.25,0.5263157894736841,1,2022,UConn,Liberty,1
-1.0,-1.25,-0.25,-0.25,0.0,0.0,0.0,0.0,2.0,0.0,-0.25,1.0,-0.5263157894736841,0,2022,Liberty,UConn,0
0.0,0.0,0.9500000000000002,0.25,0.5,-0.33333333333333304,1.3333333333333335,1.0,0.0,0.0,-0.25,0.0,0.21052631578947345,1,2022,Arkansas,LSU,0
0.0,0.9500000000000002,0.0,0.5,0.25,1.3333333333333335,-0.33333333333333304,-1.0,0.0,0.0,0.0,-0.25,-0.21052631578947345,0,2022,LSU,Arkansas,1
-1.0,-1.4,2.0,-2.0,1.0,-1.333333333333333,1.0,-2.0,-3.0,-1.0,-1.0,1.0,-1.4736842105263155,1,2022,Navy,Notre Dame,0
1.0,2.0,-1.4,1.0,-2.0,1.0,-1.333333333333333,2.0,3.0,1.0,1.0,-1.0,1.4736842105263155,0,2022,Notre Dame,Navy,1
0.0,-0.04999999999999982,-0.3500000000000001,2.0,-0.75,0.3333333333333335,-1.0,1.0,3.0,0.0,2.0,0.25,0.4736842105263155,1,2022,Michigan State,Rutgers,1
0.0,-0.3500000000000001,-0.04999999999999982,-0.75,2.0,-1.0,0.3333333333333335,-1.0,-3.0,0.0,0.25,2.0,-0.4736842105263155,0,2022,Rutgers,Michigan State,0
1.0,0.7000000000000002,-1.5499999999999998,1.75,0.0,1.3333333333333335,-1.0,1.0,-2.0,3.0,1.75,0.0,1.0,1,2022,Ohio State,Indiana,1
-1.0,-1.5499999999999998,0.7000000000000002,0.0,1.75,-1.0,1.3333333333333335,-1.0,2.0,-3.0,0.0,1.75,-1.0,0,2022,Indiana,Ohio State,0
-3.0,-0.44999999999999996,-0.04999999999999982,-0.5,-1.75,-1.0,0.0,-1.0,-3.0,3.0,-3.5,-0.25,-1.394736842105263,1,2022,Duke,Virginia Tech,1
3.0,-0.04999999999999982,-0.44999999999999996,-1.75,-0.5,0.0,-1.0,1.0,3.0,-3.0,-0.25,-3.5,1.394736842105263,0,2022,Virginia Tech,Duke,0
0.0,-0.2999999999999998,-0.10000000000000009,0.5,0.0,1.0,-0.3333333333333335,0.0,0.0,-3.0,0.0,0.0,0.13157894736842124,1,2022,Virginia,Pittsburgh,0
0.0,-0.10000000000000009,-0.2999999999999998,0.0,0.5,-0.3333333333333335,1.0,0.0,0.0,3.0,0.0,0.0,-0.13157894736842124,0,2022,Pittsburgh,Virginia,1
1.0,-0.6000000000000001,0.9500000000000002,-0.75,1.25,0.0,0.6666666666666665,-1.0,-3.0,3.0,0.75,0.75,0.05263157894736814,1,2022,West Virginia,Oklahoma,1
-1.0,0.9500000000000002,-0.6000000000000001,1.25,-0.75,0.6666666666666665,0.0,1.0,3.0,-3.0,0.75,0.75,-0.05263157894736814,0,2022,Oklahoma,West Virginia,0
-1.0,-1.0,-0.2999999999999998,1.0,1.0,0.6666666666666665,-0.3333333333333335,0.0,0.0,0.0,0.0,1.0,-0.5263157894736841,1,2022,Illinois,Purdue,0
1.0,-0.2999999999999998,-1.0,1.0,1.0,-0.3333333333333335,0.6666666666666665,0.0,0.0,0.0,1.0,0.0,0.5263157894736841,0,2022,Purdue,Illinois,1
0.0,1.5,-1.4,0.25,-1.75,2.0,-3.0,1.0,0.0,2.0,0.25,-0.25,0.6052631578947363,1,2022,Old Dominion,James Madison,0
0.0,-1.4,1.5,-1.75,0.25,-3.0,2.0,-1.0,0.0,-2.0,-0.25,0.25,-0.6052631578947363,0,2022,James Madison,Old Dominion,1
0.0,1.75,-0.20000000000000018,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2022,Georgia State,UL Monroe,0
0.0,-0.20000000000000018,1.75,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0,2022,UL Monroe,Georgia State,1
-1.0,0.0,0.75,-0.75,0.25,1.3333333333333335,-0.3333333333333335,0.0,0.0,1.0,-1.25,-0.25,-0.7894736842105261,1,2022,Western Kentucky,Rice,1
1.0,0.75,0.0,0.25,-0.75,-0.3333333333333335,1.3333333333333335,0.0,0.0,-1.0,-0.25,-1.25,0.7894736842105261,0,2022,Rice,Western Kentucky,0
0.0,1.4500000000000002,-2.75,2.25,-1.75,4.0,0.0,0.0,0.0,0.0,2.25,-0.25,0.3947368421052633,1,2022,New Mexico State,Lamar,1
0.0,-2.75,1.4500000000000002,-1.75,2.25,0.0,4.0,0.0,0.0,0.0,-0.25,2.25,-0.3947368421052633,0,2022,Lamar,New Mexico State,0
-1.0,0.3999999999999999,1.5,0.75,0.5,1.0,1.0,0.0,3.0,0.0,-0.25,1.0,-0.39473684210526283,1,2022,Houston,Temple,1
1.0,1.5,0.3999999999999999,0.5,0.75,1.0,1.0,0.0,-3.0,0.0,1.0,-0.25,0.39473684210526283,0,2022,Temple,Houston,0
0.0,-0.25,0.0,0.0,0.0,1.0,0.0,-1.0,-3.0,0.0,-0.5,0.0,-0.0789473684210531,1,2022,Arkansas State,Massachusetts,1
0.0,0.0,-0.25,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,-0.5,0.0789473684210531,0,2022,Massachusetts,Arkansas State,0
0.0,0.0,-0.8999999999999999,1.25,0.5,1.0,0.6666666666666665,0.0,0.0,0.0,1.75,1.0,0.0,1,2022,Oklahoma State,Iowa State,1
0.0,-0.8999999999999999,0.0,0.5,1.25,0.6666666666666665,1.0,0.0,0.0,0.0,1.0,1.75,0.0,0,2022,Iowa State,Oklahoma State,0
-1.0,-0.25,-0.6000000000000001,0.75,1.0,-0.3333333333333335,0.3333333333333335,-1.0,0.0,0.0,0.75,1.0,-0.9999999999999996,1,2022,Washington State,Arizona State,1
1.0,-0.6000000000000001,-0.25,1.0,0.75,0.3333333333333335,-0.3333333333333335,1.0,0.0,0.0,1.0,0.75,0.9999999999999996,0,2022,Arizona State,Washington State,0
-1.0,-1.25,0.4500000000000002,-0.25,0.5,0.0,1.0,0.0,3.0,0.0,-0.25,1.0,-0.6578947368421053,1,2022,Ole Miss,Alabama,0
1.0,0.4500000000000002,-1.25,0.5,-0.25,1.0,0.0,0.0,-3.0,0.0,1.0,-0.25,0.6578947368421053,0,2022,Alabama,Ole Miss,1
-1.0,0.75,1.1500000000000004,0.25,0.0,0.0,0.3333333333333335,0.0,-3.0,-2.0,-0.25,0.5,-0.5263157894736841,1,2022,Iowa,Wisconsin,1
1.0,1.1500000000000004,0.75,0.0,0.25,0.3333333333333335,0.0,0.0,3.0,2.0,0.5,-0.25,0.5263157894736841,0,2022,Wisconsin,Iowa,0
0.0,1.5,0.0,0.0,0.5,0.0,-0.3333333333333335,0.0,-3.0,3.0,0.0,0.0,-0.1315789473684208,1,2022,UTSA,Louisiana Tech,1
0.0,0.0,1.5,0.5,0.0,-0.3333333333333335,0.0,0.0,3.0,-3.0,0.0,0.0,0.1315789473684208,0,2022,Louisiana Tech,UTSA,0
1.0,0.25,-0.8500000000000001,0.75,0.5,1.3333333333333335,-0.6666666666666665,0.0,3.0,0.0,1.75,0.0,0.39473684210526283,1,2022,Penn State,Maryland,1
-1.0,-0.8500000000000001,0.25,0.5,0.75,-0.6666666666666665,1.3333333333333335,0.0,-3.0,0.0,0.0,1.75,-0.39473684210526283,0,2022,Maryland,Penn State,0
2.0,-3.0,-0.6000000000000001,-1.75,0.5,0.0,1.6666666666666667,2.0,0.0,0.0,1.25,0.5,1.210526315789474,1,2022,Troy,Army,1
-2.0,-0.6000000000000001,-3.0,0.5,-1.75,1.6666666666666667,0.0,-2.0,0.0,0.0,0.5,1.25,-1.210526315789474,0,2022,Army,Troy,0
0.0,-0.3500000000000001,-1.5499999999999998,1.0,0.25,-0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.75,0.13157894736842124,1,2022,Minnesota,Northwestern,1
0.0,-1.5499999999999998,-0.3500000000000001,0.25,1.0,0.0,-0.3333333333333335,0.0,0.0,0.0,0.75,1.0,-0.13157894736842124,0,2022,Northwestern,Minnesota,0
-1.0,-0.7999999999999998,0.0,0.0,0.75,-0.3333333333333335,0.0,-3.0,-3.0,0.0,0.0,1.25,-1.289473684210526,1,2022,Middle Tennessee,Charlotte,1
1.0,0.0,-0.7999999999999998,0.75,0.0,0.0,-0.3333333333333335,3.0,3.0,0.0,1.25,0.0,1.289473684210526,0,2022,Charlotte,Middle Tennessee,0
1.0,0.0,-0.3999999999999999,-0.25,0.0,1.6666666666666665,-1.0,0.0,0.0,3.0,0.75,0.0,0.5263157894736841,1,2022,Michigan,Nebraska,1
-1.0,-0.3999999999999999,0.0,0.0,-0.25,-1.0,1.6666666666666665,0.0,0.0,-3.0,0.0,0.75,-0.5263157894736841,0,2022,Nebraska,Michigan,0
2.0,1.2000000000000002,-1.7999999999999998,0.75,-0.75,1.6666666666666665,-0.666666666666667,1.0,0.0,0.0,1.75,-1.25,1.3947368421052628,1,2022,Clemson,Louisville,1
-2.0,-1.7999999999999998,1.2000000000000002,-0.75,0.75,-0.666666666666667,1.6666666666666665,-1.0,0.0,0.0,-1.25,1.75,-1.3947368421052628,0,2022,Louisville,Clemson,0
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-2.0,2.0,0.0,-0.25,-0.1315789473684208,1,2022,Marshall,App State,1
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2.0,-2.0,-0.25,0.0,0.1315789473684208,0,2022,App State,Marshall,0
0.0,-0.8500000000000001,0.75,-0.25,0.0,0.0,0.6666666666666665,-1.0,0.0,3.0,-0.25,0.0,-0.21052631578947345,1,2022,Georgia Tech,Miami,0
0.0,0.75,-0.8500000000000001,0.0,-0.25,0.6666666666666665,0.0,1.0,0.0,-3.0,0.0,-0.25,0.21052631578947345,0,2022,Miami,Georgia Tech,1
0.0,-0.6000000000000001,-0.20000000000000018,0.75,-0.5,0.3333333333333335,-3.6666666666666665,-1.0,-1.0,-3.0,0.75,0.0,-0.07894736842105221,1,2022,NC State,Boston College,0
0.0,-0.20000000000000018,-0.6000000000000001,-0.5,0.75,-3.6666666666666665,0.3333333333333335,1.0,1.0,3.0,0.0,0.75,0.07894736842105221,0,2022,Boston College,NC State,1
-3.0,-2.0,0.9500000000000002,-1.0,2.0,-1.0,-0.3333333333333335,0.0,0.0,0.0,-3.0,2.0,-1.8421052631578951,1,2022,Air Force,New Mexico,1
3.0,0.9500000000000002,-2.0,2.0,-1.0,-0.3333333333333335,-1.0,0.0,0.0,0.0,2.0,-3.0,1.8421052631578951,0,2022,New Mexico,Air Force,0
3.0,-0.25,-0.5,0.0,1.0,0.0,2.0,-1.0,0.0,0.0,-0.5,-3.0,1.236842105263158,1,2022,Tulane,UCF,0
-3.0,-0.5,-0.25,1.0,0.0,2.0,0.0,1.0,0.0,0.0,-3.0,-0.5,-1.236842105263158,0,2022,UCF,Tulane,1
1.0,-0.20000000000000018,1.0,0.0,0.5,-0.3333333333333335,-0.3333333333333335,0.0,2.0,0.0,1.0,0.0,0.3947368421052633,1,2022,UAB,North Texas,1
-1.0,1.0,-0.20000000000000018,0.5,0.0,-0.3333333333333335,-0.3333333333333335,0.0,-2.0,0.0,0.0,1.0,-0.3947368421052633,0,2022,North Texas,UAB,0
-1.0,-0.5,-0.8500000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.39473684210526283,1,2022,Florida,South Carolina,1
