year,team,conference,group,avg_stars,num_commits,avg_rating,gini,rank,points,period
2010,North Carolina,ACC,Power 4,3.3846153846153846,13,0.8826076923076923,0.031981614097755434,23.0,224.64,pre_nil
2010,North Texas,Sun Belt,G5 / Ind.,2.090909090909091,11,0.7590272727272727,0.01915892760544651,117.0,83.28,pre_nil
2010,Northern Illinois,Mid-American,G5 / Ind.,2.55,20,0.8028449999999999,0.023539724062057742,98.0,139.25,pre_nil
2010,Northwestern,Big Ten,Power 4,3.0,12,0.8551916666666667,0.0061771402049647295,67.0,176.85,pre_nil
2010,Notre Dame,FBS Independents,G5 / Ind.,3.4444444444444446,18,0.8939444444444445,0.025731429980286307,15.0,241.92,pre_nil
2010,Ohio,Mid-American,G5 / Ind.,2.4615384615384617,13,0.7902923076923076,0.014832351559930077,112.0,101.59,pre_nil
2010,Ohio State,Big Ten,Power 4,3.588235294117647,17,0.8984882352941177,0.02976087058188508,18.0,237.38,pre_nil
2010,Oklahoma,Big 12,Power 4,3.814814814814815,27,0.9166370370370371,0.020675565194887145,5.0,283.58,pre_nil
2010,Oklahoma State,Big 12,Power 4,3.235294117647059,17,0.8665058823529412,0.02139044668992998,29.0,213.1,pre_nil
2010,Ole Miss,SEC,Power 4,3.176470588235294,17,0.8699176470588236,0.021211887132050227,24.0,223.7,pre_nil
2010,Oregon,Pac-10,G5 / Ind.,3.588235294117647,17,0.8956647058823529,0.0334575890682475,12.0,250.88,pre_nil
2010,Oregon State,Pac-10,G5 / Ind.,3.125,16,0.8552625,0.014068231811072827,62.0,178.62,pre_nil
2010,Penn State,Big Ten,Power 4,3.764705882352941,17,0.9115411764705882,0.022189880083964594,13.0,249.63,pre_nil
2010,Pittsburgh,Big East,G5 / Ind.,3.3125,16,0.8726375,0.01813109661077944,31.0,212.43,pre_nil
2010,Purdue,Big Ten,Power 4,2.909090909090909,22,0.840809090909091,0.022651342052390267,53.0,186.34,pre_nil
2010,Rice,Conference USA,G5 / Ind.,2.6875,16,0.817725,0.021861337590738477,92.0,144.16,pre_nil
2010,Rutgers,Big East,G5 / Ind.,2.95,20,0.83503,0.024193142471610102,54.0,186.09,pre_nil
2010,SMU,Conference USA,G5 / Ind.,2.75,20,0.8226150000000001,0.022839663477572544,66.0,177.12,pre_nil
2010,San Diego State,Mountain West,G5 / Ind.,2.9,20,0.8305250000000001,0.012827127264957385,75.0,165.98,pre_nil
2010,San José State,Western Athletic,G5 / Ind.,2.4444444444444446,18,0.7922333333333333,0.02047657089761835,96.0,140.49,pre_nil
2010,South Carolina,SEC,Power 4,3.1578947368421053,19,0.849621052631579,0.04158151605438151,34.0,210.39,pre_nil
2010,South Florida,Big East,G5 / Ind.,3.090909090909091,11,0.8458363636363636,0.033908439775690614,59.0,182.46,pre_nil
2010,Southern Miss,Conference USA,G5 / Ind.,3.0,14,0.84445,0.011663792621564854,48.0,191.15,pre_nil
2010,Stanford,Pac-10,G5 / Ind.,3.176470588235294,17,0.8797411764705882,0.024278924163893392,25.0,223.33,pre_nil
2010,Syracuse,Big East,G5 / Ind.,3.0,27,0.834162962962963,0.017153950889629052,60.0,180.14,pre_nil
2010,TCU,Mountain West,G5 / Ind.,3.230769230769231,13,0.8644692307692308,0.016914986118059024,47.0,192.08,pre_nil
2010,Temple,Mid-American,G5 / Ind.,2.4285714285714284,21,0.7933285714285715,0.019073457869283637,95.0,141.31,pre_nil
2010,Tennessee,SEC,Power 4,3.55,20,0.896585,0.040882626400367765,7.0,271.56,pre_nil
2010,Texas,Big 12,Power 4,4.2272727272727275,22,0.9493272727272728,0.019612844382785724,2.0,312.07,pre_nil
2010,Texas A&M,Big 12,Power 4,3.4,20,0.884205,0.031050208593593007,16.0,240.98,pre_nil
2010,Texas Tech,Big 12,Power 4,3.0,19,0.8448263157894736,0.02834984160607704,37.0,207.32,pre_nil
2010,Toledo,Mid-American,G5 / Ind.,2.6666666666666665,18,0.81475,0.0212331281321797,87.0,149.24,pre_nil
2010,Tulane,Conference USA,G5 / Ind.,2.5416666666666665,24,0.8046666666666668,0.019546568384535883,90.0,145.27,pre_nil
2010,Tulsa,Conference USA,G5 / Ind.,2.789473684210526,19,0.8283263157894737,0.021531252227306747,72.0,172.19,pre_nil
2010,UAB,Conference USA,G5 / Ind.,2.7777777777777777,18,0.8167333333333333,0.019076295881336996,86.0,150.49,pre_nil
2010,UCF,Conference USA,G5 / Ind.,3.0476190476190474,21,0.8388,0.02030543555487707,50.0,189.21,pre_nil
2010,UCLA,Pac-10,G5 / Ind.,3.6315789473684212,19,0.9059263157894738,0.03058775147452635,10.0,263.81,pre_nil
2010,UConn,Big East,G5 / Ind.,2.857142857142857,21,0.8201333333333333,0.018634766311491538,84.0,151.1,pre_nil
2010,UL Monroe,Sun Belt,G5 / Ind.,2.125,16,0.76186875,0.020091940605360997,116.0,85.12,pre_nil
2010,UNLV,Mountain West,G5 / Ind.,2.611111111111111,18,0.8072333333333334,0.023422480703451234,103.0,136.45,pre_nil
2010,USC,Pac-10,G5 / Ind.,4.294117647058823,17,0.9514235294117647,0.020467599964390053,3.0,294.73,pre_nil
2010,UTEP,Conference USA,G5 / Ind.,2.619047619047619,21,0.8143904761904762,0.023238446898556763,85.0,150.87,pre_nil
2010,Utah,Mountain West,G5 / Ind.,3.1538461538461537,13,0.8668769230769231,0.012732914444161044,42.0,202.2,pre_nil
2010,Utah State,Western Athletic,G5 / Ind.,2.473684210526316,19,0.7947947368421053,0.021509063725759534,105.0,127.94,pre_nil
2010,Vanderbilt,SEC,Power 4,3.0,18,0.8388,0.019865975260197684,51.0,188.39,pre_nil
