year,team,rec_qb,rec_rb,rec_wr,rec_ol,rec_dl,rec_lb,rec_db
2018,Oregon,0.8409500122070312,0.8785000145435333,0.9061750024557114,0.9012400031089782,0.8465999960899353,0.9027499854564667,0.9027500003576279
2018,Oregon State,0.8518999814987183,0.8618999719619751,0.83924999833107,0.8265200018882751,0.8336333433787028,0.8264500200748444,0.8088250011205673
2018,Penn State,0.8689000010490417,0.9853000044822693,0.9353000044822692,0.9246750026941299,0.9381399989128113,0.8975000182787577,0.8868000109990438
2018,Pennsylvania,0.7892000079154968,0.7742000222206116,0.8314999938011169,0.8037000000476837,,0.7897999882698059,
2018,Pittsburgh,0.8633000254631042,0.917900025844574,0.8613999783992767,0.8736000061035156,0.8570428575788226,0.8543999791145325,0.852850005030632
2018,Portland State,,,,,0.7597000002861023,,0.7196999788284302
2018,Prairie View A&M,,,,,0.8592000007629395,,0.7696999907493591
2018,Princeton,0.894599974155426,,0.7697666684786478,0.7967400193214417,0.7836666504542033,0.839900016784668,0.7953000068664551
2018,Purdue,0.8743000030517578,0.8367999792098999,0.8594799995422363,0.8494499921798706,0.8367166717847189,0.8531000018119812,0.8317200064659118
2018,Rhode Island,,,,0.8215000033378601,,,
2018,Rice,0.7480000257492065,0.8156500160694122,0.7889000177383423,0.7829000115394592,0.7874000072479248,0.7797500044107437,0.7693333427111307
2018,Richmond,,,,0.7842000126838684,,,
2018,Rutgers,0.8645500242710114,0.8680999875068665,0.8619499951601028,0.8410333196322123,0.8235666553179423,,0.8270250111818314
2018,SMU,0.8305000066757202,0.8335000276565552,0.8533333341280619,0.8047000169754028,0.8219333291053772,0.8124333421389262,0.7923000156879425
2018,Sacramento State,,,0.7720000147819519,,,0.8198999762535095,
2018,Sacred Heart,,,0.8215000033378601,,,,0.7698000073432922
2018,Sam Houston,,,0.7696999907493591,0.7742000222206116,,0.8098000288009644,
2018,Samford,,,,0.7803000211715698,0.7742000222206116,,
2018,San Diego,,,,0.6995999813079834,,,
2018,San Diego State,0.8198999762535095,0.862500011920929,0.8290666739145914,0.8366000056266785,0.7956750094890594,0.7641000151634216,0.8079000115394592
2018,San José State,,0.783950001001358,0.7895250171422958,0.8006750047206879,0.8020500093698502,0.7870333393414816,0.7891000062227249
2018,Savannah St,,0.8004000186920166,,,,,
2018,South Alabama,0.8098000288009644,0.7840750068426132,0.8109500110149384,0.7825333376725515,0.779449999332428,0.7812666694323221,0.7796000093221664
2018,South Carolina,0.9199000000953674,0.8741999864578247,0.8865333199501038,0.8845499952634176,0.9238499999046326,0.8739500045776367,0.8800249993801117
2018,South Carolina State,,0.7397000193595886,,,,,
2018,South Dakota,,,0.7597000002861023,0.7346999943256378,,0.7246499955654144,
