season,team,QB1,RB1,FB1,WR1,WR2,TE1,OL1,OL2,OL3,OL4,OL5,DL1,DL2,DL3,DL4,LB1,LB2,LB3,DB1,DB2,DB3,DB4,PK1,P1
2017,Middle Tennessee,3.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
2017,Michigan State,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,
2017,Michigan,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0
2017,Miami (OH),2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,
2017,Miami,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,,,,3.0
2017,Memphis,,3.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,
2017,Massachusetts,2.0,3.0,,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,
2017,Maryland,4.0,3.0,,4.0,3.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,
2017,Marshall,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,,,,3.0,3.0,3.0,2.0,3.0,,,4.0,3.0,2.0,2.0,,
2017,Louisville,3.0,4.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,,,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,
2017,UL Monroe,2.0,2.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,
2017,Louisiana,3.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,
2017,Louisiana Tech,,3.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,
2017,LSU,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0
2017,Kentucky,4.0,3.0,,4.0,4.0,4.0,3.0,3.0,3.0,,,4.0,4.0,4.0,3.0,4.0,2.0,,4.0,4.0,4.0,3.0,3.0,3.0
2017,Kent State,4.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
2017,Kansas State,3.0,3.0,,3.0,3.0,,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
2017,Kansas,3.0,3.0,,3.0,3.0,3.0,2.0,2.0,2.0,,,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,2.0,,3.0,
2017,Iowa State,3.0,3.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0
2017,Iowa,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2017,Indiana,,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,
2017,Illinois,2.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0
2017,Houston,5.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2017,Hawai'i,,3.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,,3.0,3.0,2.0,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,
2017,Georgia Tech,3.0,4.0,0.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,2.0,3.0
2017,Georgia State,3.0,3.0,0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,
2017,Georgia Southern,,3.0,0.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,
2017,Georgia,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,
2017,Fresno State,,2.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,,
2017,Florida State,4.0,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,
2017,Florida International,3.0,3.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,2.0
2017,Florida Atlantic,3.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2017,Florida,4.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0
2017,Eastern Michigan,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,
2017,East Carolina,3.0,4.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,,2.0
2017,Duke,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,4.0,3.0,,4.0,3.0,3.0,3.0,3.0,
2017,UConn,3.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,
2017,Colorado State,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
2017,Colorado,,0.0,0.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,3.0,3.0,,,,,3.0
2017,Coastal Carolina,3.0,,0.0,2.0,,,2.0,2.0,,,,2.0,,,,2.0,2.0,,3.0,,,,,
2017,Clemson,4.0,4.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,
2017,Cincinnati,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0
2017,Charlotte,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,
2017,Central Michigan,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
2017,California,3.0,3.0,,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,
2017,Buffalo,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,
2017,Bowling Green,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,
2017,Boston College,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,3.0,3.0,3.0,2.0,2.0,,,
2017,Boise State,4.0,,0.0,3.0,3.0,3.0,3.0,2.0,,,,3.0,3.0,3.0,3.0,,,,4.0,3.0,3.0,3.0,,
2017,Baylor,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,,,3.0
2017,Ball State,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0
2017,BYU,3.0,3.0,0.0,3.0,2.0,,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,,
2017,Auburn,,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,
2017,Army,3.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,
2017,Arkansas State,3.0,4.0,0.0,2.0,,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,,
2017,Arkansas,4.0,4.0,,3.0,3.0,,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
2017,Arizona State,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,3.0,,,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,
2017,Arizona,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2017,App State,2.0,3.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2017,Alabama,5.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,3.0
2017,Akron,2.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,
2017,Air Force,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,
2017,Weber State,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,,,,
2017,Morgan State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Southern Utah,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,0.0
2017,Cal Poly,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,0.0
2017,Portland State,3.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,2.0,,,,
2017,Stony Brook,,3.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Towson,,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Nicholls,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,UC Davis,,,,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,2.0,0.0
2017,Grambling,,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,0.0,
2017,North Carolina Central,2.0,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Eastern Illinois,3.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,2.0,,,,,2.0
2017,Howard,,2.0,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,3.0,2.0,,,0.0
2017,Youngstown State,,,0.0,4.0,,,,0.0,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,,
2017,South Dakota,,2.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,James Madison,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,0.0
2017,Abilene Christian,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,3.0,3.0,,,,
2017,Northwestern State,,2.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Alabama State,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,2.0,,,3.0,,,,,0.0
2017,McNeese,2.0,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0
2017,Central Arkansas,,,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0
2017,Elon,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Central Connecticut,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Northern Iowa,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,,
2017,Southern,,,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,,,,
2017,Jacksonville State,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,,,,,
2017,Montana,3.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,3.0,,,,3.0,,,,,,,,0.0
2017,Western Illinois,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,2.0,,,,
2017,Eastern Kentucky,3.0,4.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,,,,,,
2017,Tennessee State,4.0,,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Eastern Washington,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,3.0,,,,2.0,,,2.0,,,,,
2017,Montana State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,
2017,Southeast Missouri State,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Samford,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,2.0,,,,,
2017,Gardner-Webb,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,
2017,Northern Arizona,,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,2.0,,,,,0.0
2017,Liberty,3.0,2.0,3.0,3.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,2.0,
2017,Presbyterian,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Chattanooga,,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,,0.0
2017,Indiana State,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,VMI,,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Northern Colorado,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Alcorn State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,0.0
2017,Colgate,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,0.0
2017,Holy Cross,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Sacramento State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,
2017,North Carolina A&T,,,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,3.0,,,,,
2017,UAlbany,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0
2017,Missouri State,,2.0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,4.0,,,,,
2017,The Citadel,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,3.0,,,2.0,,,,,
2017,Southern Illinois,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Wagner,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,0.0
2017,Rhode Island,,,0.0,2.0,2.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Furman,,3.0,2.0,,,,,,,0.0,0.0,,,,,,,,2.0,,,,,0.0
2017,Charleston Southern,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,0.0
2017,Western Carolina,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,3.0,2.0,,,,2.0
2017,Incarnate Word,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Maine,2.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,0.0
2017,New Hampshire,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Murray State,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,4.0,2.0,,,,
2017,SE Louisiana,0.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
2017,Tennessee Tech,2.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Lamar,,4.0,0.0,2.0,2.0,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,
2017,Arkansas-Pine Bluff,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Villanova,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,3.0,,,,,,,2.0,,,,,0.0
2017,William & Mary,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Alabama A&M,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,3.0,,,,,0.0
2017,Idaho State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,
2017,North Dakota,,3.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,,,,
2017,Florida A&M,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,3.0,,,2.0,,,,,
2017,Hampton,,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2017,Houston Christian,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2017,UT Martin,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0
2017,Wofford,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,2.0,,,,,,,0.0,
2017,Bethune-Cookman,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,0.0
2017,Fordham,,3.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,0.0,,,,,3.0,0.0
2017,Idaho,2.0,2.0,,2.0,2.0,,,0.0,0.0,0.0,0.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0
2017,Delaware,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,2.0,,,,,,,,
2017,Stephen F. Austin,,3.0,0.0,4.0,3.0,,,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,,,,0.0
2017,Mercer,,2.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,2.0,2.0,,,2.0,0.0
2017,Austin Peay,3.0,2.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,2.0,2.0,2.0,,,
2017,Illinois State,0.0,3.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
2017,Delaware State,,2.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
2017,Jackson State,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,2.0,,,3.0,,,,,
2017,Richmond,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
2017,Monmouth,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017,Savannah St,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,2.0,2.0,,,,,,,0.0
2017,Prairie View A&M,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,,,,,0.0
2017,South Carolina State,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0
2017,Bucknell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2017,South Dakota State,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2017,Lafayette,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2017,Norfolk State,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,East Tennessee State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2017,Duquesne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Drake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2018,Wyoming,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
2018,Wisconsin,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0
2018,Western Michigan,,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
2018,Western Kentucky,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,,,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,3.0,2.0,,
2018,West Virginia,4.0,3.0,,3.0,3.0,3.0,3.0,,,,,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,,,,,
2018,Washington State,3.0,3.0,0.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,
2018,Washington,4.0,4.0,0.0,3.0,,4.0,3.0,3.0,3.0,,,3.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,
2018,Wake Forest,3.0,3.0,0.0,3.0,3.0,,3.0,2.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
2018,Virginia Tech,4.0,3.0,0.0,4.0,3.0,4.0,3.0,,,,,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,
2018,Virginia,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,
2018,Vanderbilt,4.0,3.0,2.0,4.0,3.0,,3.0,3.0,2.0,,,3.0,3.0,3.0,,4.0,4.0,2.0,4.0,4.0,3.0,3.0,,
2018,Utah State,2.0,3.0,0.0,2.0,,,,,,,,2.0,2.0,,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,
2018,Utah,,3.0,0.0,4.0,3.0,3.0,4.0,3.0,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,,,
2018,UTSA,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,
2018,UTEP,4.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,3.0,2.0,2.0,2.0,2.0,
2018,USC,5.0,5.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,
2018,UNLV,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,,
2018,UCLA,4.0,5.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,
2018,UCF,2.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0
2018,UAB,3.0,2.0,0.0,2.0,2.0,,,,,,,2.0,,,,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,
